9000,1000,0.01,0.1,2,lin,0.09105181694030762,0.98344
19000,1000,0.01,0.1,2,lin,0.1692500114440918,0.98988
29000,1000,0.01,0.1,2,lin,0.25586438179016113,0.98946
39000,1000,0.01,0.1,2,lin,0.34949755668640137,0.98624
49000,1000,0.01,0.1,2,lin,0.456101655960083,0.99074
59000,1000,0.01,0.1,2,lin,0.6128807067871094,0.98463
69000,1000,0.01,0.1,2,lin,0.62436842918396,0.99257
79000,1000,0.01,0.1,2,lin,0.6874890327453613,0.99433
89000,1000,0.01,0.1,2,lin,0.7816553115844727,0.99044
99000,1000,0.01,0.1,2,lin,0.8771195411682129,0.99245
9000,1000,0.01,0.1,2,lin,0.09303164482116699,0.98478
19000,1000,0.01,0.1,2,lin,0.16593337059020996,0.98794
29000,1000,0.01,0.1,2,lin,0.24733519554138184,0.98521
39000,1000,0.01,0.1,2,lin,0.3303060531616211,0.99258
49000,1000,0.01,0.1,2,lin,0.4092836380004883,0.99039
59000,1000,0.01,0.1,2,lin,0.49171972274780273,0.99411
69000,1000,0.01,0.1,2,lin,0.5758171081542969,0.99077
79000,1000,0.01,0.1,2,lin,0.6476361751556396,0.99132
89000,1000,0.01,0.1,2,lin,0.7301349639892578,0.99468
99000,1000,0.01,0.1,2,lin,0.8438961505889893,0.99327
9000,1000,0.01,0.1,2,lin,0.08950591087341309,0.97611
19000,1000,0.01,0.1,2,lin,0.16771793365478516,0.98403
29000,1000,0.01,0.1,2,lin,0.2470083236694336,0.98534
39000,1000,0.01,0.1,2,lin,0.3334481716156006,0.99157
49000,1000,0.01,0.1,2,lin,0.4154515266418457,0.98721
59000,1000,0.01,0.1,2,lin,0.5034317970275879,0.98631
69000,1000,0.01,0.1,2,lin,0.5947532653808594,0.99225
79000,1000,0.01,0.1,2,lin,0.6880702972412109,0.99283
89000,1000,0.01,0.1,2,lin,0.7730929851531982,0.99019
99000,1000,0.01,0.1,2,lin,0.898810625076294,0.99354
